Id,Title,review/score,review/summary,review/text,review/scale
B000HWNJVI,The Captain and the Enemy,5.0,Greene's Last Novel,"I had read a few negative online reviews of this novel, had looked at the the cover (with King Kong standing there), and I had few hopes. I find the book a remarkable book---and just those qualities that some readers disliked were qualities which impressed me. The fact that some characters, most characters here, are not &quot;fleshed out&quot; is just right, for these people exist in a kind of spare landscape of slim hope and love, and they are no more attached to worldly things or even common social interaction, say, Ahab. As much as anything else here (and perhaps because the world depicted is somewhat vaguely suggested), we get the feel of Graham Greene's deep and mature consciousness, for in fact we are roaming around the inside of his mind more than around any landscape populated with Dickensian people (despite what one of the back-cover reviews says). Greene wrote this novel only three years before he died, and I found it a privilege to be in the company of his maturity, his encroaching despair, his sense of bleakness and crassness, all touched by hints of the power of love. It's a book that deserve more attention, and perhaps you need to be a bit older than younger to appreciate it.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Graham Greene's Last Novel,"This novel explores the universal human need to be loved and to give love through the eyes of a young boy. The book does not make clear the nature of the relationship of the man (who is called ""the Captain"") and woman with whom he comes to live as a surrogate son. However, this lack of clarity become the focal point of the story. We, the readers, are invited to share boy's thoughts and feelings of not only the boy's perception of what this couple mean to each other, but also whether they love or even care for him. After all, the Captain is frequently absent and then, seemingly, abandons them. The boy even questions if he has ever been loved by anyone or if he is capable of loving another human being. Years later, when he travels to Central America to meet with the long absent Captain, he uncovers not only the type of work that kept the Captain so often away from home, but also how love and deep feelings for another person may exist without ever being expressed aloud. How sad that so many of us can only see this in retrospect, when it is too late.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Alone in the world,"This is a minor novel by Greene, although his major themes are here. It was his last and the feeling that prevails is the loneliness of life, the feeling of being a permanent outsider. Victor is the son of a cruel man and a deceased mother, miserably living in boarding school. On his twelfth birthday, instead of his father a complete stranger shows up to pick him up and take him to lunch and maybe a movie. But instead of returning the boy, the stranger, known only as ""The Captain"", tells him he has won him at backgammon, and proposes him to go and live in London. Hating boarding school, Victor decides to go to London, where he is placed in a young woman's apartment, to live there as a kind of stepson. The woman is the occasional mistress of the Captain and former lover of Victor's father. Victor adopts the new name of Jim. The Captain, who is obviously a criminal, appears at increasingly longer intervals. In the meantime, Jim and the woman, Liza, develop a kind of mother-and-son relationship. Eventually Jim grows up and becomes a journalist. When the woman dies, Jim looks for the Captain and finds out he is living in Panama, where he travels to meet him. There he discovers the Captain is involved in drug-dealing.Although this is not at the level of Greene's masterpieces, it is an interesting one to read, because Greene's obsessions are present in a haunting way: moral dilemmas, solitude, the strange relationships we develop with the people our fate brings us close to. Worth a try.",positive
B000HWNJVI,The Captain and the Enemy,5.0,"a very spare but not minor novel at all....""what is love anyway?""","Graham Greene's ""The Captain and the Enemy"" is a touching meditation on love that is challenging because of its spareness and the tone in two acts. Among the last things Greene wrote, he has clearly pared this down to the minimum.In the first parts, Greene's stage is the familiar forgotten byways of depressed England, with characters that cling not so much to respectability but mere function in a notch above those on the public dole and in council flats.The story is a love triangle, but the mystery is all why, and perhaps even ""if"" there is real love. All the characters are flawed and warped, and the tale is narrated by a boy-child, who remembers but is not haunted by his mother's death, and also is strangely disaffected by his father's absence and near abandonment in a scruffy public school. He is almost sketched as a person without feelings, and has a tenuous attachment to filial duty: feelings being the romantic form of love, and duty being the mature form of love.Our no-wave anti-hero is plucked from this dull obscurity to go on an adventure writ small: an adventure simply because of its bizarre nature. He is ""won"" by a con-man and sometime associate of his father, and led away from school to live as the child of a broken woman in the basement of an abandoned Victorian home turned into unrented dead-end flats. His life with the woman, the comings and goings of his new foster father ""The Captain"" and the occasional appearance of his father, ""the Devil"" populate his memory in a diary he keeps.In the second part of the novel, the woman has died, and the child, now a young man on his own, travels to ""Greeneland"" the far-away dysfunctional half-colonized frontier land of Panama just before the transition to sovereignty. He must tell his absent foster father The Captain of her death, but cannot bring himself to do so until his own place in the The Captain's life is secured or defined. In this section there is both intrigue and mystery, dark dealings with spies, politics, money, possibly drugs, possibly guns, and a rickety plane. But the real underlying question remains the most pressing mystery: did this most dysfunctional of families made up of such broken people, ever love each other?Clever readers will see that Greene has once again woven Catholicism's deepest questions into the narrative, for the ""family"" mirrors The Holy Family of Jesus, Mary and Joseph, while ""The Devil"" -our narrator's real father- incarnates a fugitive and absent malevolence as each character gropes emotionally toward the other in an attempt to solidify a sense of themselves as loved, loveable, and capable of love.One of Greene's finest works, and profoundly moving.",positive
B000HWNJVI,The Captain and the Enemy,5.0,A wonderful surprise,"Publishers reprinting an author's entire opus are always claiming obscure works have been unfairly overlooked. In the case of ""The Captain and the Enemy,"" that is surely true. Any reader will find all sorts of intrigues in this little-known work. But even for a Greene fan, like me, this was something of a revelation--one also made possible through the brilliant introduction by John Auchard. You'll gain more insight into a complex author from this short novel and new introduction than from three volumnes of most biographies. DGibson from Brooklyn.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Unusual story with allegorical depth and intrigue,"One of the most unusual Graham Greene books, The Captain and the Enemy is a concise read with many mysteries and questions. From the beginning we read about a young man being abused by fellow classmates who is whisked away by a man we know as The Captain. We learn he was won in game of either backgammon or chess (we are never sure which) by The Captain against his father who is known as The Devil. Adopted by The Captain's friend and sometime lover Liza, the boy's name changes and he is reared primarly by Liza.In and out of their lives, we get hints of criminal activity by The Captain in spite of what also seems to be several redeeming character traits. Liza obviously loves The Captain as well as the boy and lives a sacrificial life waiting for The Captain and taking care of the boy. Their ambiguous love is a strong theme of the book but is never mentioned outright. Liza dies in an accident and the boy, now a man, heads to Panama to deliver the news to The Captain. In an abrupt shift away from the mystery of the love and the boy's background, we suddenly find ourselves in some kind of political intrigue. Hints of drugs, money, theft, and military interference, we are never sure who to trust or what to expect. As the book closes, we do not know who is The Enemy or even the truth of the situation. The King Kong references must be symbolic but of what? Love? Fear? Power?One possible interpretation of this odd book is that it means nothing and points to some kind of nihilistic but realistic hopelessness. Yet considering past stories of Graham Greene, it is unlikely that this story is about despair. An overriding theme of Greene's books is that of transformation born out of suffering and challenges. When interpreted in terms of how people grow and improve and face their situations directly with honesty and integrity, we find a changed Captain, a changed Jim, and untrustworthy characters around them.The weakness of this book may be its strength. There are many holes and questions and almost non-stop ambiguity about the people and the plot. Readers are left to make their own decisions and their own value judgments on the people and the events. Nobody is fully portrayed and no event is described in detail. Everyone and everything is a mystery and nothing seems to get settled. Reading this book feels like being lost and floating on a rough sea without any kind of goal or direction. But this feeling is also rather comforting in that it tends to represent much of how we experience life. Written by a master author nearing the end of an incredible writing career, Graham Greene may be calling the Enemy old age or death. The Captain may be the elusive but also potentially joyful feeling of love.Highly recommended in spite of its challenges.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Interesting Book,"Short and interesting. But I felt like I missed something. Was this book just supposed to present the confusing picture facing the main character, leaving the reader confused too? I'm not sure. Still interesting.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Who were these people?,"This was a very different reading experience. The character development is so sparse as to keep the reader at a distance. The Captain is especially enigmatic, and as he is the fulcrum around which all the other characters revolve, it is a challenge to know what to think of any of them. The premise of the story raises many questions of morality, ethics, love and commitment, but oddly it does not really study or explore the issues so much as it leaves the exploration to the reader. In the end, this is not a book for the reader who needs or wants everything laid out plainly and characters who fall into prescribed niches. By seeing the story almost exclusively through the boy's eyes over his lifetime, and as he confesses from the beginning that his memory is not likely to be reliable, we can take little of the narrative at face value. Using our own perceptions of human nature we have to work at figuring out where we are going, and I admit that for a large part of the book I wondered if there was going to be any kind of resolution. There was not a resolution in the traditional ""here's what it was all about"" sense - I never really know who ""The Enemy"" of the title is intended to be. But in the last moments, as Jim reads the last letter from The Captain, we get the payoff. At that moment I thought of Rosebud in Citizen Kane, and as in Citizen Kane, whether all becomes clear or not, a certain understanding is achieved.Kenneth Branaugh was almost perfect in his performance, showing an ability to lend unique voice to each character through cadence and slight pitch changes that felt natural, not forced. In some passages of rapid or intense interaction between two characters, it became difficult to distinguish one from the other, in a couple of instances requiring me to back up to catch up. A minor and only occasional flaw, and not enough to reduce the rating.",positive
B000HWNJVI,The Captain and the Enemy,4.0,Chance encounters,"The Captain And The Enemy is one of Graham Greene's late works. Like most of his novels, it is quite short, deceptively intense and, despite what might appear to be a quite literal plot, highly enigmatic.Then captain of the title is a man we hardly get to know. His name might be Smith, or Baxter, or even anything he might have noticed in passing that morning. His title might be captain, or colonel, or sergeant, or even plain mister. Doubtless he had been Lord at some point. He can become anyone he wants, but at heart he's a pirate, sailing alone through life in search of elusive treasure. One day he was whiling time away with an acquaintance, a man always called The Devil, playing backgammon (or was it chess?). The stakes rose and The Devil wagered his son. The colonel won. The book opens with the colonel claiming ownership of Victor Baxter, then a boy at a boarding school. The colonel abducts the boy. They both agree that Victor is a naff name and from then on the boy is called Jim.At home, if home it be, is Lisa, the woman to whom the captain continues to devote his life, even if the norm is devotion from afar. Lisa gets irregular cash or cheques through the post to cover the housekeeping and never questions the source. The Captain, of course, never offers anything more. Jim, as the lad Victor has become, becomes part of the insoluble equation. He keeps a journal for some reason and, discovering it years later, he embarks upon an edit.And then Jim is grown up and in search of the man he now calls his father. He left Lisa and the household years before in search of fortune. Jim tracks him down to Panama and discovers a strange life packed with intrigue. When they meet again, Jim finds a changed man, someone he hardly recognises. Jim's response is to lie to him.The Colonel is eventually revealed as a man with principles, principles worth personal risk. At least that's what he says today, and who ever knows about tomorrow?And so we are left with memories of people who live towards the edge of even their own lives. They adopt identities bestowed by circumstance and change apparently at will. Who cares about contradiction? I mean really cares?",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",2.0,A Path More Traveled,"""On the occasions when Lewis came to the Northmoor Road, the children liked him because he did not talk condescendingly to them; and he gave them books by E. Nesbit, which they enjoyed. But with Edith he was shy and ungainly"" (Carpenter 1977:159).""Lewis was popular with the Tolkien children, never talking condescendingly to them and giving them books by E. Nesbit which they enjoyed, but he was shy and ill at ease with Edith"" (Pearce 1998:52-53).Joseph Pearce's ""Tolkien: Man and Myth"" provides a glimpse of Tolkien's faith, crucial in understanding his mythologies. Pearce states, ""to employ a lisping pun, Tolkien is a misunderstood man because he is a mythunderstood man"" (Pearce 1998:XIII). But this is not a deep investigation, and the beautifully written book by Humphrey Carpenter,J.R.R. Tolkien: A Biography, is the unwitting blueprint for Pearce's book. In areas describing Tolkien's life, Pearce repeatedly lifted whole sentences out of Carpenter's biography without consistent citation. There is very little rewriting of the material utilized or borrowed. Pearce's commentaries on Anglicanism and Catholicism are interesting. But insightful exploration of Newman's influence on Tolkien's faith is almost entirely missing, as is any in-depth description of Tolkien's faith practice, or the flavour of English Catholicism during his mother's life, or at while at work in Oxford. It may be worthwhile to slog through Pearce's repeats of Carpenter's words to get to some critical analysis on Tolkein's Catholic faith that Carpenter missed; maybe the author will do a better edit in the future. The intended subject matter is worth it.Pearce criticizes Carpenter and the supposed ""shallowness of Carpenter's approach"" (Pearce 1998:22), which draws attention to connections between the books. Carpenter: ""She was remarkably pretty, small and slim, with grey eyes, firm clear features and short dark hair"" (1977:46). Compare the Pearce version: ""She was very pretty, small and slim, with grey eyes and short dark hair parted in the middle"" (1998:26). Carpenter: ""In fact she was illegitimate"" (1977:46). Pearce: ""In fact, she was illegitimate"" (1998:27). Carpenter: ""But traffic was limited to an occasional farm cart or tradesman's wagon, and it was easy to forget the city was so near"" (1997:28). Here is Pearce: ""Traffic in the village was limited to an occasional farm cart or tradesman's wagon so it was easy to forget the proximity of the industrial city"" (Pearce 1998:14). As you follow paragraphs, this goes on throughout the book. The examples are too numerous to mention here, as whole biographical chapters clumsily outline Carpenter's, topic by topic, with several sentences at a time used in the same order, unchanged or barely altered in Pearce's work. The author should have known that Tolkien researchers might have more than only his book on hand whilst reading about Tolkien and his fascinating imagination. I am amazed that the publisher is unaware of this incursion, however possibly unintended, into Carpenter's work.Even if this wasn't a problem, Pearce skips over Tolkien's WWI experience, missing an important narrative in the formation and expression of Tolkien's faith and later works. He tries to force-feed G.K. Chesterton down Tolkien's creative throat, while Tolkien the philologicist invented languages; he likely found much of Chesterton's verbiage overwraught and clumsy. He found GKC's language filled with ""smash and glitter...mere loud colors"" (Carpenter 1981:92). As well, Pearce's description of how Tolkien aided Lewis's conversion is far more limited that the lucid and beautiful argument more fully described in Carpenter's work. Carpenter's book contains a great deal more detail on Tolkien's whole life, his service in WWI, student years in Oxford, and teaching. The real examination of faith is contained in Tolkien's letters, which Pearce does use, but a better source for these, yet again, is contained in Carpenter'sThe Letters of J.R.R. Tolkien.",negative
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,Excellent. Highly Recommended,"Pearce's work is an excellent achievement. It is half biography, and half literary analysis and review. For those familiar with Humphrey Carpenter's work, this book will serve as a very important second lens, a second perspective from which to appreciate the fiction and life of J.R.R. Tolkien. Although Tolkien himself intensely disapproved of biography as a way of understanding one's creative fiction (admittedly the real sparks of inspiration are never easy to track down; educated guesswork is all we can manage with some help from the author and friends), Pearce has accomplished a very readable work which will give readers a deeper appreciation of the life and influences of J.R.R Tolkien. I highly recommend it.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,A Catholic perspective on Tolkiens' Catholicism as it influenced his life and work.,"This biography is well written by a man who has obviously enjoys Tolkien's body of work. Joseph Pearce gives his Catholic perspective on a Catholic author's life and work. He highlights the Catholic ideas that pervade Tolkien's personality and the mythology he constucted in his fiction. I highly recommend this biography to any unbiased person open to looking to more deeply understand Tolkien as son, husband, father and friend, and the literary work he left to world as his legacy.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,Carpenter who?,One should read this book to get a better understanding of tolkien's works. Why read Carpenter's book after so many other scholorly works have found many mistakes. Read it. Then gain some insight into the man and the myth,positive
0898708257,"Tolkien: Man and Myth, a Literary Life",2.0,Not much new here.,"There is little that is new in this book; indeed, much of it is citation from Carpenter's biography and his edition of Tolkien's letters. The author seems focus a bit much on Tolkien's Catholicism; in fact, it becomes rather mind-numbing in the end, repeating the same thing in a different context. Mind you, I am not saying that Tolkien's religion did not influence his writings, but there were other things as well. I was looking forward to a new biography, but this was not the one I sought. The flaws in Carpenter's biography which Pearce and other reviewers on this page seem to dwell upon ought to be obvious to any of its serious readers anyway. I think one would be wiser to stick with Carpenter, the letters, and Tolkien's works. When it comes down to it, this biography relies too heavily upon block quotations from these, and, as a result, there was not enough new scholarship. The little that was present was a bit too narrow-minded for my taste.",negative
0898708257,"Tolkien: Man and Myth, a Literary Life",2.0,Not much new here. . .,"I have been a devotee of Tolkien's works for nearly 20 years. As a theologian, I have long been interested in the philosophical/theological ramifications of the man and his work. I was hoping for much more than Mr. Pearce provided in this book. As I was reading it, I kept getting the feeling that I had read it before -- and much of it, I had, in Carpenter's biography and collection of letters. Frankly, in my opinion, far more material than was appropriate was culled from Carpenter for this to be considered a truly original work.Oh well! I guess if I want the definitive philosophical/theological work on Tolkien, I'll have to write it myself!",negative
0898708257,"Tolkien: Man and Myth, a Literary Life",1.0,Likely to disappoint,"This book was written as a result of the Waterstone's (a UK chain of bookshops) survey of 1997 where LOTR was voted the &quot;greatest book of the century&quot;. Many readers and critics responded rather - shall we say - negatively to this result. It seems that they did not think that LOTR was the &quot;greatest book of this century&quot; - in fact they thought that in many ways it was not a very good book at all. One of the objectives of Pearce's book is to refute these criticisms and to arm defenders of LOTR with useful ammunition when they come up against its detractors. Unfortunately, the best that Pearce can come up with is this ancient chestnut, precised thus: &quot;Any flaws you think that you find in LOTR are not in fact flaws in the book but in yourself. You are not adequately equipped - spiritually, morally or intellectually - to criticise this book.&quot; This blatantly dishonest line of reasoning is an insult to the serious-minded and intelligent people who have found flaws in LOTR. It is also likely to embarrass those who use it when advocating the book's merits as it is so easily demolished. In this sense, Pearce betrays those readers who look to him with help in articulating the reasons why they consider LOTR to be &quot;the greatest book of the century.&quot;On the positive side, Pearce usefully recycles his previous research into G K Chesterton and provides an interestingly Catholic viewpoint on a Catholic writer. It seems a shame, though, that he doesn't make more use of the contact he had with Owen Barfield just before his death, as the Inklings material in this book adds nothing to what others have written previously.To finish; this writer sides with those who consider LOTR to be a good book - it has many virtues, but its failings are also many, if not fatal. It is certainly not &quot;the greatest book&quot; of this or any other century.",negative
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,A study to find the real Man behind the Myth: Tolkien,"&quot;The Lord of the Rings is of course a fundamentally religious and Catholic work&quot; (Tolkien, in a letter to Robert Murray)These words might not be to the liking of many Tolkien critics, analysts or pseudo-writers that have been trying to unravel the Tolkien Myth. I believe that many of them have been at least partially unsuccessful due to the simple fact that they underestimated or totally overlooked the main essence of Tolkien's life which was his spiritual faith as a Catholic.Of course, this is by no means popular for a writer. Indeed , being a Catholic can mean instant &quot;unpopularity&quot; in certain cases; a paradox considering that Tolkien is by all means an extremely popular personality. Probably popularity has been helped by misunderstanding the man as a consequence of so many superfluous opinions by wrongly called &quot;Tolkien experts&quot;.It is thus with great enthusiasm that I read this essay by Joseph Pearce. It is a well documented and objective work that reaches on to the very deep roots of Tolkien's motivations and perceptions of the world which were based on his Christian beliefs and his life as a convinced Catholic.The essay begins with a lively description of the turbulence caused when several reader polls established Tolkien as &quot;The Author of the Century&quot;. Although this is an interesting (even fun) part, the most valuable comes from the rest of the book where we discover a proper view of Tolkien as essentially a Catholic author. Pearce , convincingly achieves this through an impartial presentation of documents, facts and original testimonials that permits us to glimpse the &quot;Real Tolkien&quot;.Written in an agile and practical style, it permits a clear and pleasant reading without falling into the usual dull academicism of many essays.I consider this, along with &quot;The Letters of J.R.R. Tolkien&quot; a most illuminating source to enjoy and truly understand the creator of such beauty as &quot;The Lord of the Rings&quot;. Regarding beauty, let me end quoting Tolkien again: &quot;...Our Lady, upon which all my own small perception of beauty both in majesty and simplicity is founded&quot;",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,Tolkien the Devout,"I highly recommend this book to anyone who wants to know more about the man behind the LOTR, The Hobbit, and the Silmarillion. Largely based on Tolkien's own letters, as well as perspectives from critics, friends and family, Pearce's book offers a fresh and insightful perspective of Christianity's influence on Tolkien's philosophy and use of myth. I have seen no other work that provides such an articulate and well documented linkage between the man's faith and his works. Pearce succinctly and effectively dismantles claims that Tolkien is either reactionary or escapist, while furthering the case that the creative genius is one of the most important and influential authors of this century. As a Christian, I am inspired by Pearce's description of Tolkien's Theocentric approach to life and to his work. Traveling in Christian &quot;fundamentalist&quot; circles, I too often see Tolkien's name associated with occult and New Age activity. Of all criticisms leveled at the man and his works, I'm sure that these unfair allegations would hurt this devout Christian more than all others. Only a profound misunderstanding of the man and his myth ( and Myth, in general ) could lead to such a confused opinion. T:M&amp;M also educated me as to the profound impact Tolkien had on his fellow Inkling, C.S. Lewis, the renowned Christian apologist, whose own works, including the Narnia tales ( which were heavily influenced by Tolkien), are staples in every Christian bookstore. And yet Tolkien's name is often pronounced with contempt in Christian circles. Again, this book may help to silence this kind of calumny. Furthermore, Pearce's book has prompted me to read the works of G.K. Chesterton ( another noted apologist ) , as well as more of the letters, essays, and unfinished tales of Tolkien himself. T:M&amp;M reminded me of my early days as a born again Christian. Having discovered Tolkien two years before I &quot;discovered&quot; Christ, I now recall the odd sense of familiarity and recognition when I read the Bible for the first time. At the time I simply attributed this to a primitive recognition of the Truth which is hardwired into the hearts of all men. I still believe that, but I also recognize that I was &quot;remembering&quot; my previous experience with Tolkien. His myths were just as he had intended them - a variation on the theme of the &quot;True Myth&quot; of Christ Jesus. Thanks to Mr. Pearce for helping me recognize this.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",4.0,4 1/2 stars...an essential companion,"The truth is that ""The Lord of the Rings"" didn't just win in one poll, it won in several, and Tolkien himself won ""author of the century"". What really upset the literati was that he won again, and again, and again. Burned 'em up, it did. What this said was that ""The Lord of the Rings"" was not 'the greatest' book of the century, but it was the one people loved the most, the one they cherished and gave their children, the one that had the most meaning for them in the quiet places of their hearts. Which hurt the establishment even more, I expect, and which leads us to Mr. Pearce's book.Part of the problem with writing biographical material now nearly 30 years after a seminal biography (and a dozen or more literary critiques) have come to press regarding one of the century's most popular writers, is that it's all pretty much been said. So don't be surprised when Carpenter's excellent and justly famous biography is footnoted many, many times. This isn't meant to be an entirely original biography. The biographical section does in 4 pages what Carpenter does in 40 - this book is about something else. Tolkien distrusted traditional biography and doubted very seriously that just because something happened to an artist that it was necessarily important to him or her. Tolkien's own list of the most important events of his life and art is pretty short...the Catholic Church and growing up in the pre-industrial English countryside. Not much there for a biographer to go on, seemingly. But Mr. Pearce wisely lifts these and a very few other aspects out of the white noise of every life and uses them to illuminate the life and work of a singular and impressive man. His unshakeable Catholic faith, his tireless devotion to his family, his love of the unspoilt countryside: there you have Tolkien in a nutshell. It's Pearce's assertion that many modern readers don't really want to hear all that. Often looking more for excuses rather than examples, they want to know all the cracks in the plaster. What were his indiscretions? His debaucheries? His infidelities? Was he gay? What is most important is that, even after losing both beloved parents in childhood, spending a difficult and poverty stricken youth moving from one shabby apartment to another, struggling to obtain an education, losing two of his greatest friends in the meat grinder of the Somme in WW1, making it home himself by sheer luck, he remained decade after decade a tireless and devoted father and husband, a fount of instruction for generations through his teaching, and the writer of one of the most entrancing and beguiling works ever to be written in the English language. He didn't devolve into a drunk or a wife beater as did many another self absorbed artist dealing with his ""issues"" or carrying around post traumatic stress. So where's the fun in reading about him then, you ask? Pearce's delightful book shows how Tolkien did it, how he lived the life he did, based on the things that were important to the man himself. And Tolkien ought to be allowed an opinion, don't you think?",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,Concise Summary of a Man and His Great Works,"J.R.R. Tolkien's work and life have been misconstrued by critics who never understood a modern man's devotion to faith. He was misconstrued even by his &quot;authorized&quot; biographer. Pearce pierces through the crusts of insult and mischaracterization of Tolkien (the first chapter reprints some of the fiercest critical comments by those who lack the imagination to see past the mundane in literature and who write &quot;Lord of the Rings&quot; off as a childish fantasy), and his study is an excellant overview of Professor Tolkien's life and works. Though Pearce's book can be read in a day, it has sufficient grounding and insight to explain why Middle-Earth is so full and satisfying when so many other very-well-thought-out subsequent fantasy worlds appear hollow. This book is must for Tolkien's fans and for anyone interested in the intertwining of faith and literature; and a quick, fun, and enlightening read for anyone interested in twentieth-century literature, who is undogmatic about what that literature must be. Those who brand religious faith (particularly Tolkien's devout Christianity) as irrelevant and/or literature as nothing more than a tool mirroring their own Nihilistic mindset will not understand this book at all. &quot;The Lord of the Rings&quot; will probably be read into the Fourth Millenium, and this fine study of its author dispenses with the patronizing and pseudo-Freudian claptrap that so often surrounds Tolkien and his sub-creation like a dreary fog, directing sunshine into areas many critics and academics wish were left foggy.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,Tolkien: Man and Myth,This is an excellent look into J.R.R. Tolkien's life. Joseph Pearce tries (and succeeds) to explain the works of Tolkien by looking at the beliefs the man held. This biography especially focuses on the Christian faith held by Tolkien and how that factored into the development of his philosophy on life and life beyond death (and hence into his fictional works). A very interesting read if one is curious about the man behind such wonderful literature like the Lord of the Rings. It also does a fantastic job of showing how friends and acquaintances helped encourage him to keep writing (particularly C.S. Lewis). Highly recommended.,positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,A Very Full &amp; Readable Account,"When choosing which biography to read on Tolkien, I chose this one because the author seemed to have great respect for Tolkien...so great that he was willing to take on the intelligentsia of England. As Pearce explains, in 1997 a poll was done in England to see what the best books of the century were. When &quot;Lord of the Rings&quot; turned up on top, the literary critics all over England (as well as the professors) were up-in-arms. They thought the craze for this work had come and gone. They thought that Tolkien only had a small, cult-like remnant left to his following (Tolkien's official biographer being among these scoffers). They condemned this work on many fronts.And so another poll was taken...and another. But, no matter who did the poll and how, &quot;Lord of the Rings&quot; kept turning up on top. What horrified the &quot;experts&quot; even more was that Tolkien himself was voted as the best author of the century. What could possibly be contained in his works that led to such unanimous support from the people and such criticism from the experts?That is what Pearce explores in this well-crafted biography. And, if you like Tolkien, you have to admire Pearce's approach from the beginning. He knew that Tolkien despised pop-psychology type biographies that tried to analyze an author's works based on his upbringing and life's events. Thus, while giving a sketch of Tolkien's life, Pearce respects Tolkien's wishes to not be dissected psychologically.Rather, Pearce took on the rather large task of helping laymen understand how Tolkien's faith - a particularly Catholic faith - influenced his writings. When I first read &quot;Lord of the Rings&quot; myself, I wondered how one man (Tolkien) could come up with all the depth expressed in this work. (For instance, I was in awe of the depth of the idea that Sauron could never anticipate Frodo's journey to DESTROY the ring because Sauron was so evil that he couldn't anticipate selfless acts.) What Pearce helped me realize was that much of the depth came from Tolkien's reading the likes of St. Augustine and other church fathers. I believe that Tolkien himself would say that he stood on the shoulders of Giants in order to get anywhere near the understanding he portrays.In addition to such fascinating accounts of how Tolkien's faith manifests in his work, Pearce has a particular knack for addressing subjects that a reader would be curious about...without ever going too far. In this book, he writes about such things as Tolkien's marriage, his work, his experience in WWI, his friendship with C.S. Lewis, his critics, and his advice to his son when his son was getting disillusioned with the church. In all these things, Pearce gives you a full picture while retaining a delicacy for the the people involved.As someone who wanted an overview of Tolkien and an understanding of how his faith intersected with his life and work, I felt I had found the perfect source in Pearce's book.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,An Insightful Look Into A Rich Life,"The further I delved into Tolkien: Man and Myth, the more I realized that calling it a ""biography"" is a misnomer. I came to this conclusion because only a minor portion of the book presents biographical information. Instead, the book could better be described as a work of ""apologetics"". Apologetics, in its most classic sense, uses writings and examples to both clarify a philosophy and refute critical comments about that philosophy. This method is exactly what Pierce employed to near perfection in Tolkien: Man and Myth. Pierce uses the writings of Tolkien and others to refute the criticisms of Tolkien's works. In the process, he provides the reader with a thorough understanding of the philosophy that shaped Tolkien's writings, how Tolkien arrived at this philosophy, and how it influenced his interactions with others. The result is a deeper appreciation for Tolkien's efforts.Pierce deserves much credit for using the writings of the ""man"" to dispel many of the ""myths"" surrounding Tolkien and his books. By taking an apologetics approach to Tolkien's life and works, Pierce provides the reader with a better understanding of his subject than any standard biography could provide. Consequently, Tolkien: Man and Myth is an essential work for anyone studying the life of this literary giant.",positive
0898708257,"Tolkien: Man and Myth, a Literary Life",5.0,A good contribution to understanding Tolkien's books.,"Few writers have inspired such extremes of opinion as J.R.R. Tolkien and the work that has become synonymous with his name, the fantasy epic &lt;I&gt;The Lord of the RingsPearce looks at the whole of Tolkien's work and at key events in his life as a guide to unveiling how Tolkien made sense of the world around us. He gives us the understanding of myth that lies at the heart of Tolkien's Middle Earth, the elaborate, sub-created reality that is the home of &lt;I&gt;The Lord of the Ring'selves, dwarves, hobbits, and men.Though the tale of Tolkien's public reception is by no means the focus of the work, he does devote a fair amount of attention to weaving the fascinating tale of both the approbation and opprobium surrounding the critical and public debate over &lt;I&gt;The Lord of the Rings.He finds that the contention has often generated as much heat as light. More importantly Pearce gives us--straight from Tolkien's pen--the two things that Tolkien's fans take delight in and that so many of his critics have been missing all along:&quot;[T]here are a few basic facts, which however drily expressed, are really significant. For instance I was born in 1892 and lived for my early years in &quot;the Shire&quot; in a pre-mechanical age. Or more important, I am a Christian (which can be deduced from my stories), and in fact a Roman Catholic.&quot;To be sure, Middle Earth gives no explicit mention of Christianity, thus seeming to contradict Tolkien's claim in the above quote that &quot;my Christianity can be deduced from my stories. Pearce shows that, nonetheless, an orthodox Christian understanding of the cosmos is the cornerstone of Tolkien's &quot;subcreated&quot; reality: Man (or elf, or dwarf, or hobbit) was created by God (the people of Middle Earth call him &quot;Iluvatar&quot;--the All-Father), and through the rebellion of Morgoth (aka. Satan) and his temptation of man, sin and death entered into the world.",positive
